Thread-1: Wed Aug 28 11:01:57 2019
Thread-1: Wed Aug 28 11:01:59 2019
Thread-1: Wed Aug 28 11:02:01 2019
Thread-1: Wed Aug 28 11:02:03 2019
Thread-1: Wed Aug 28 11:02:05 2019
Thread-1: Wed Aug 28 11:02:07 2019
Thread-1: Wed Aug 28 11:02:09 2019
Thread-1: Wed Aug 28 11:02:11 2019
Thread-1: Wed Aug 28 11:02:13 2019
Thread-1: Wed Aug 28 11:02:15 2019
Thread-1: Wed Aug 28 11:02:17 2019
Thread-1: Wed Aug 28 11:02:19 2019
Thread-1: Wed Aug 28 11:02:21 2019
Thread-1: Wed Aug 28 11:02:23 2019
Thread-1: Wed Aug 28 11:02:25 2019
Thread-1: Wed Aug 28 11:02:27 2019
Thread-1: Wed Aug 28 11:02:29 2019
Thread-1: Wed Aug 28 11:02:31 2019
Thread-1: Wed Aug 28 11:02:33 2019
Thread-1: Wed Aug 28 11:02:35 2019
Thread-1: Wed Aug 28 11:02:37 2019
Thread-1: Wed Aug 28 11:02:39 2019
Thread-1: Wed Aug 28 11:02:41 2019
Thread-1: Wed Aug 28 11:02:43 2019
Thread-1: Wed Aug 28 11:02:45 2019
Thread-1: Wed Aug 28 11:02:47 2019
Thread-1: Wed Aug 28 11:02:49 2019
Thread-1: Wed Aug 28 11:02:51 2019
Thread-1: Wed Aug 28 11:02:53 2019
Thread-1: Wed Aug 28 11:02:55 2019
Thread-1: Wed Aug 28 11:02:57 2019
Thread-1: Wed Aug 28 11:02:59 2019
Thread-1: Wed Aug 28 11:03:01 2019
Thread-1: Wed Aug 28 11:03:03 2019
Thread-1: Wed Aug 28 11:03:05 2019
Thread-1: Wed Aug 28 11:03:07 2019
Thread-1: Wed Aug 28 11:03:09 2019
Thread-1: Wed Aug 28 11:03:11 2019
Thread-1: Wed Aug 28 11:03:13 2019
Thread-1: Wed Aug 28 11:03:15 2019
Thread-1: Wed Aug 28 11:03:17 2019
Thread-1: Wed Aug 28 11:03:19 2019
Thread-1: Wed Aug 28 11:03:21 2019
Thread-1: Wed Aug 28 11:03:23 2019
Thread-1: Wed Aug 28 11:03:25 2019
Thread-1: Wed Aug 28 11:03:27 2019
Thread-1: Wed Aug 28 11:03:29 2019
Thread-1: Wed Aug 28 11:03:31 2019
Thread-1: Wed Aug 28 11:03:33 2019
Thread-1: Wed Aug 28 11:03:35 2019
Thread-1: Wed Aug 28 11:03:37 2019
Thread-1: Wed Aug 28 11:03:39 2019
Thread-1: Wed Aug 28 11:03:41 2019
Thread-1: Wed Aug 28 11:03:43 2019
Thread-1: Wed Aug 28 11:03:45 2019
Thread-1: Wed Aug 28 11:03:47 2019
Thread-1: Wed Aug 28 11:03:49 2019
Thread-1: Wed Aug 28 11:03:51 2019
Thread-1: Wed Aug 28 11:03:53 2019
Thread-1: Wed Aug 28 11:03:55 2019
Thread-1: Wed Aug 28 11:03:57 2019
Thread-1: Wed Aug 28 11:03:59 2019
Thread-1: Wed Aug 28 11:04:01 2019
Thread-1: Wed Aug 28 11:04:03 2019
Thread-1: Wed Aug 28 11:04:05 2019
Thread-1: Wed Aug 28 11:04:07 2019
Thread-1: Wed Aug 28 11:04:09 2019
Thread-1: Wed Aug 28 11:04:11 2019
Thread-1: Wed Aug 28 11:04:13 2019
Thread-1: Wed Aug 28 11:04:15 2019
Thread-1: Wed Aug 28 11:04:18 2019
Thread-1: Wed Aug 28 11:04:20 2019
Thread-1: Wed Aug 28 11:04:22 2019
Thread-1: Wed Aug 28 11:04:24 2019
Thread-1: Wed Aug 28 11:04:26 2019
Thread-1: Wed Aug 28 11:04:28 2019
Thread-1: Wed Aug 28 11:04:30 2019
Thread-1: Wed Aug 28 11:04:32 2019
Thread-1: Wed Aug 28 11:04:34 2019
Thread-1: Wed Aug 28 11:04:36 2019
Thread-1: Wed Aug 28 11:04:38 2019
Thread-1: Wed Aug 28 11:04:40 2019
Thread-1: Wed Aug 28 11:04:42 2019
Thread-1: Wed Aug 28 11:04:44 2019
Thread-1: Wed Aug 28 11:04:46 2019
Thread-1: Wed Aug 28 11:04:48 2019
Thread-1: Wed Aug 28 11:04:50 2019
Thread-1: Wed Aug 28 11:04:52 2019
Thread-1: Wed Aug 28 11:04:54 2019
Thread-1: Wed Aug 28 11:04:56 2019
Thread-1: Wed Aug 28 11:04:58 2019
Thread-1: Wed Aug 28 11:05:00 2019
Thread-1: Wed Aug 28 11:05:02 2019
Thread-1: Wed Aug 28 11:05:04 2019
Thread-1: Wed Aug 28 11:05:06 2019
Thread-1: Wed Aug 28 11:05:08 2019
Thread-1: Wed Aug 28 11:05:10 2019
Thread-1: Wed Aug 28 11:05:12 2019
Thread-1: Wed Aug 28 11:05:14 2019
Thread-1: Wed Aug 28 11:05:16 2019
